codigo,Auxílio-Moradia-2015,Auxílio-Moradia-2016,Auxílio-Moradia-2017,Auxílio-Moradia-2018,Escritório(s) de Apoio-2015,Escritório(s) de Apoio-2016,Escritório(s) de Apoio-2017,Escritório(s) de Apoio-2018,Gabinete-2015,Gabinete-2016,Gabinete-2017,Gabinete-2018,Imóvel Funcional-2015,Imóvel Funcional-2016,Imóvel Funcional-2017,Imóvel Funcional-2018,Participacao,TotalGabinete-2015,TotalGabinete-2016,TotalGabinete-2017,TotalGabinete-2018,UF,email,gastos,gastos2015,gastos2016,gastos2017,gastos2018,nascimentoData,naturalMunicipio,nome,nomeCompleto,nomeSort,partido,sexo,status,urlFoto,urlPagina
70,0.00,0,0,0,23,20,25,27,18,18,20,21,11.00,12,12,10,Titular,41,38,45,48,AL,renan.calheiros@senador.leg.br,621745.64,60961.21,169921.25,245891.63,144971.55,16/09/1955,2705507,Renan Calheiros,José Renan Vasconcelos Calheiros,renan calheiros,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/70
635,8.25,2,0,0,10,9,0,13,16,15,0,12,0.00,9,12,9,Titular,26,24,0,25,ES,ricardo.ferraco@senador.leg.br,1200881.18,312679.06,301471.61,355877.25,230853.26,17/08/1963,3201209,Ricardo Ferraço,Ricardo de Rezende Ferraço,ricardo ferraco,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador635.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/635
72,0.00,0,0,0,18,17,17,14,11,9,11,12,11.00,12,12,10,Titular,29,26,28,26,PR,roberto.requiao@senador.leg.br,1620124.35,461682.70,402730.80,446553.83,309157.02,05/03/1941,4106902,Roberto Requião,Roberto Requião de Mello e Silva,roberto requiao,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador72.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/72
677,8.00,6,0,0,4,0,14,13,33,0,33,35,0.00,4,11,10,Titular,37,0,47,48,MA,robertorocha@senador.leg.br,1732038.80,492034.61,423506.91,498795.25,317702.03,04/08/1965,2111300,Roberto Rocha,Roberto Coelho Rocha,roberto rocha,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/677
73,11.00,5,0,0,19,19,24,26,21,29,33,29,0.00,0,0,0,Titular,40,48,57,55,RR,romero.juca@senador.leg.br,2043975.82,521506.17,518618.48,591160.17,412691.00,30/11/1954,2611606,Romero Jucá,Romero Jucá Filho,romero juca,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/73
5322,0.00,0,0,0,12,12,15,12,20,19,19,19,0.00,0,0,0,Titular,32,31,34,31,RJ,romario@senador.leg.br,1401230.85,360264.17,366461.67,401199.26,273305.75,29/01/1966,3304557,Romário,Romario de Souza Faria,romario,PODE,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322
456,0.00,0,0,0,22,21,22,25,24,26,24,21,3.00,12,12,10,Titular,46,47,46,46,GO,ronaldo.caiado@senador.leg.br,957514.03,248408.23,253031.70,278237.43,177836.67,25/09/1949,5201108,Ronaldo Caiado,Ronaldo Ramos Caiado,ronaldo caiado,DEM,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador456.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/456
2331,0.00,0,0,0,12,13,13,11,20,18,20,18,0.00,0,0,0,Titular,32,31,33,29,ES,rose.freitas@senadora.leg.br,1356334.04,392373.88,427983.17,318004.16,217972.83,23/01/1949,3113404,Rose de Freitas,Rosilda de Freitas,rose de freitas,PODE,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331
5527,0.00,0,0,0,0,0,8,8,26,26,18,15,10.00,12,12,10,Titular,26,26,26,23,MS,simone.tebet@senadora.leg.br,806882.11,192404.08,259011.53,242567.76,112898.74,22/02/1970,5008305,Simone Tebet,Simone Nassar Tebet,simone tebet,MDB,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5527
4560,0.00,0,0,0,27,25,23,24,12,12,14,13,11.00,12,12,10,Titular,39,37,37,37,AC,sergio.petecao@senador.leg.br,1724520.91,492433.46,571960.56,471076.48,189050.41,20/04/1960,1200401,Sérgio Petecão,Sérgio de Oliveira Cunha,sergio petecao,PSD,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560
3396,0.00,0,0,0,3,3,3,3,14,14,13,12,4.58,12,12,10,Titular,17,17,16,15,CE,tasso.jereissati@senador.leg.br,723528.39,83636.60,226569.47,244057.71,169264.61,15/12/1948,2304400,Tasso Jereissati,Tasso Ribeiro Jereissati,tasso jereissati,PSDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396
5535,0.00,5,0,0,33,0,38,36,16,0,12,15,0.00,5,9,7,Titular,49,0,50,51,RR,telmariomota@senador.leg.br,1595301.09,480831.33,521719.91,377982.13,214767.72,15/02/1958,1400407,Telmário Mota,Telmário Mota de Oliveira,telmario mota,PTB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535
3372,0.00,0,0,5,30,28,30,28,29,29,33,33,0.00,0,0,0,Titular,59,57,63,61,RO,valdir.raupp@senador.leg.br,1728099.31,463006.53,441380.06,519380.24,304332.48,24/08/1955,4216404,Valdir Raupp,Valdir Raupp de Matos,valdir raupp,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3372.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3372
558,0.00,0,0,0,36,43,43,44,19,20,18,18,11.00,12,12,10,Titular,55,63,61,62,AM,vanessa.grazziotin@senadora.leg.br,1976112.63,532867.79,528858.38,563688.08,350698.38,29/06/1961,4219309,Vanessa Grazziotin,Vanessa Grazziotin,vanessa grazziotin,PCdoB,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador558.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/558
4763,0.00,0,0,0,41,43,41,39,12,16,22,19,11.00,12,12,10,Titular,53,59,63,58,TO,vicentinho.alves@senador.leg.br,1363798.16,360710.73,395927.19,386866.97,220293.27,01/10/1957,1718204,Vicentinho Alves,Vicente Alves de Oliveira,vicentinho alves,PR,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4763.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4763
1176,0.00,0,0,0,10,10,10,10,19,19,17,16,11.00,12,12,10,Titular,29,29,27,26,MS,waldemir.moka@senador.leg.br,1124995.15,330226.93,301826.67,275147.96,217793.59,10/10/1951,5002100,Waldemir Moka,Waldemir Moka Miranda de Britto,waldemir moka,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1176.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1176
604,9.17,6,1,0,19,0,0,15,13,0,0,13,0.00,0,0,0,Titular,32,0,0,28,BA,pinheiro@senador.leg.br,372604.72,232283.34,136998.80,3322.58,0.00,25/05/1959,2927408,Walter Pinheiro,Walter de Freitas Pinheiro,walter pinheiro,S/Partido,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador604.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/604
1173,0.00,0,0,0,11,13,11,8,27,26,31,25,0.00,0,0,0,Titular,38,39,42,33,MT,wellington.fagundes@senador.leg.br,1596153.44,429892.50,481694.43,441045.08,243521.43,01/06/1957,5107602,Wellington Fagundes,Wellington Antonio Fagundes,wellington fagundes,PR,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173
5070,0.00,0,0,0,18,18,18,17,15,18,17,10,11.00,12,12,10,1º Suplente,33,36,35,27,GO,wilder.morais@senador.leg.br,1151138.91,328277.41,382887.67,359901.13,80072.70,29/06/1968,5221007,Wilder Morais,Wilder Pedro de Morais,wilder morais,DEM,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5070.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5070
5144,11.00,12,9,0,25,25,25,28,28,29,31,31,0.00,0,5,10,1º Suplente,53,54,56,59,MG,zeze.perrella@senador.leg.br,1591579.39,436971.59,525605.14,367362.18,261640.48,22/02/1957,3161809,Zeze Perrella,José Perrella de Oliveira Costa,zeze perrella,MDB,Masculino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5144.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5144
4697,11.00,12,12,10,19,19,19,19,14,15,21,22,0.00,0,0,0,Titular,33,34,40,41,RR,angela.portela@senadora.leg.br,1875320.08,463133.68,538180.01,517951.95,356054.44,03/02/1962,2304004,Ângela Portela,Ângela Maria Gomes Portela,angela portela,PDT,Feminino,Exercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4697.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4697
846,0.00,0,0,0,5,5,0,0,20,19,0,0,11.00,12,12,0,Titular,25,24,0,0,SP,aloysionunes.ferreira@senador.leg.br,754272.43,336606.02,353750.28,63916.13,0.00,05/04/1945,3549805,Aloysio Nunes Ferreira,Aloysio Nunes Ferreira Filho,aloysio nunes ferreira,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador846.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/846
5150,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,SP,antonio.rodrigues@senador.leg.br,0.00,0.00,0.00,0.00,0.00,17/05/1950,3550308,Antonio Carlos Rodrigues,Antonio Carlos Rodrigues,antonio carlos rodrigues,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5150.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5150
3823,0.00,0,0,0,44,48,49,0,13,14,13,0,11.00,12,12,7,Titular,57,62,62,0,AL,benedito.lira@senador.leg.br,765990.64,185483.99,183692.27,264854.96,131959.42,01/05/1942,2704005,Benedito de Lira,Benedito de Lira,benedito de lira,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3823.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3823
111,0.00,0,0,0,6,0,0,0,21,0,0,0,11.00,12,0,0,Titular,27,0,0,0,MT,blairomaggi@senador.leg.br,275036.82,157390.52,117646.30,0.00,0.00,29/05/1956,4321501,Blairo Maggi,Blairo Borges Maggi,blairo maggi,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/111
3881,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,MA,clovis.fecury@senador.leg.br,0.00,0.00,0.00,0.00,0.00,08/02/1969,5300108,Clovis Fecury,Clovis Antônio Chaves Fecury,clovis fecury,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3881.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3881
5199,0.00,4,1,0,0,27,0,0,0,23,0,0,0.00,0,0,0,1º Suplente,0,50,0,0,PB,deca@senador.leg.br,182853.10,0.00,182705.42,147.68,0.00,21/10/1957,2516904,Deca,José Gonzaga Sobrinho,deca,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5199.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5199
3360,11.00,1,0,0,17,0,0,0,14,0,0,0,0.00,0,0,0,Titular,31,0,0,0,MS,delcidio.amaral@senador.leg.br,244716.62,244052.48,664.14,0.00,0.00,08/02/1955,5003207,Delcídio do Amaral,Delcídio do Amaral Gomez,delcidio do amaral,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3360.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3360
3399,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,GO,demostenes.torres@senador.leg.br,0.00,0.00,0.00,0.00,0.00,23/01/1961,5201306,Demóstenes Torres,Demóstenes Lazaro Xavier Torres,demostenes torres,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3399.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3399
5637,11.00,5,0,0,26,0,0,0,17,0,0,0,0.00,0,0,0,1º Suplente,43,0,0,0,TO,donizeti.nogueira@senador.leg.br,469601.43,330714.28,138887.15,0.00,0.00,15/10/1955,3152808,Donizeti Nogueira,Divino Donizeti Borges Nogueira,donizeti nogueira,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5637.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5637
5178,10.08,5,0,0,20,0,0,0,24,0,0,0,0.00,0,0,0,1º Suplente,44,0,0,0,PE,douglas.cintra@senador.leg.br,376869.81,294754.00,82115.81,0.00,0.00,16/03/1966,2604106,Douglas Cintra,Douglas Mauricio Ramos Cintra,douglas cintra,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5178.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5178
4969,0.00,0,1,3,0,0,30,0,0,0,18,0,0.00,0,0,0,2º Suplente,0,0,48,0,SE,,182962.39,0.00,0.00,55437.16,127525.23,09/10/1944,2800308,Elber Batalha,Elber Batalha de Goes,elber batalha,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4969.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4969
5531,0.00,0,0,0,51,49,36,0,27,14,24,0,10.00,12,12,8,Titular,78,63,60,0,PI,elmano.ferrer@senador.leg.br,1677257.04,475927.93,470403.73,481857.41,249067.97,01/08/1942,2307502,Elmano Férrer,Elmano Férrer de Almeida,elmano ferrer,PODE,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531
2632,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,PA,fernando.ribeiro@senador.leg.br,30974.41,30974.41,0.00,0.00,0.00,16/12/1955,1501402,Fernando Ribeiro,Fernando de Castro Ribeiro,fernando ribeiro,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2632.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/2632
4873,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2º Suplente,0,0,0,0,GO,fleury@senador.leg.br,0.00,0.00,0.00,0.00,0.00,03/01/1952,5208707,Fleury,José Eduardo Fleury Fernandes Costa,fleury,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4873.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4873
4522,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,AP,geovaniborges@senador.leg.br,0.00,0.00,0.00,0.00,0.00,16/05/1953,1600402,Geovani Borges,Geovani Pinheiro Borges,geovani borges,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4522.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4522
5615,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,RO,,3950.84,0.00,3950.84,0.00,0.00,04/07/1959,3514403,Gilberto Piselo,Gilberto Piselo do Nascimento,gilberto piselo,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5615.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5615
30,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,AP,gilvamborges@senador.leg.br,0.00,0.00,0.00,0.00,0.00,01/08/1958,5300108,Gilvam Borges,Gilvam Pinheiro Borges,gilvam borges,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador30.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/30
5076,0.00,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,GO,,9490.33,0.00,0.00,0.00,9490.33,19/07/1954,-1,Ione Guimarães,Ione Borges Ribeiro Guimarães,ione guimaraes,PTB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5076.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5076
1754,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,MG,itamar.franco@senador.leg.br,0.00,0.00,0.00,0.00,0.00,28/06/1930,2927408,Itamar Franco,Itamar Augusto Cautiero Franco,itamar franco,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1754.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1754
878,0.00,0,0,0,0,19,0,0,0,11,0,0,0.00,5,2,0,1º Suplente,0,30,0,0,SP,joseanibal@senador.leg.br,267876.30,0.00,221905.50,45970.81,0.00,09/08/1947,1100106,José Aníbal,José Aníbal Peres de Pontes,jose anibal,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador878.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/878
5166,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,TO,joaocosta@senador.leg.br,0.00,0.00,0.00,0.00,0.00,25/03/1968,3143104,João Costa,João Costa Ribeiro Filho,joao costa,PPL,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5166.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5166
916,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,TO,joaoribeiro@senador.leg.br,0.00,0.00,0.00,0.00,0.00,25/06/1954,5204805,João Ribeiro,João Batista de Jesus Ribeiro,joao ribeiro,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador916.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/916
5158,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2º Suplente,0,0,0,0,SE,kaka.andrade@senador.leg.br,0.00,0.00,0.00,0.00,0.00,07/03/1960,2801108,Kaká Andrade,Antonio Carlos Porto de Andrade,kaka andrade,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5158.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5158
1249,0.00,7,12,10,0,16,28,0,0,16,16,0,0.92,0,0,0,Titular,0,32,44,0,TO,katia.abreu@senadora.leg.br,720783.32,9.09,149873.45,351825.46,219075.32,02/02/1962,5208707,Kátia Abreu,Kátia Regina de Abreu,katia abreu,PDT,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249
5156,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,SE,lauroantonio@senador.leg.br,0.00,0.00,0.00,0.00,0.00,31/03/1959,2800308,Lauro Antonio,Lauro Antonio Texeira Menezes,lauro antonio,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5156.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5156
3579,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,MA,lobaofilho@senador.leg.br,0.00,0.00,0.00,0.00,0.00,17/09/1964,5300108,Lobão Filho,Edison Lobão Filho,lobao filho,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3579.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3579
5002,0.00,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,Titular,0,0,0,0,SC,luizhenrique@senador.leg.br,129746.12,129746.12,0.00,0.00,0.00,25/02/1940,4202404,Luiz Henrique,Luiz Henrique da Silveira,luiz henrique,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5002.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5002
3366,11.00,12,0,0,25,0,0,0,15,14,0,0,0.00,0,0,0,Titular,40,14,0,0,RJ,marcelo.crivella@senador.leg.br,628402.08,417602.39,209212.67,1587.02,0.00,09/10/1957,3304557,Marcelo Crivella,Marcelo Bezerra Crivella,marcelo crivella,PRB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366
4998,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,PA,marinorbrito@senadora.leg.br,0.00,0.00,0.00,0.00,0.00,07/03/1959,1500404,Marinor Brito,Marinor Jorge Brito,marinor brito,PSOL,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4998.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4998
64,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2º Suplente,0,0,0,0,RO,odacir@senador.leg.br,0.00,0.00,0.00,0.00,0.00,31/10/1938,1200401,Odacir Soares,Odacir Soares Rodrigues,odacir soares,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador64.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/64
5018,0.00,0,0,4,0,0,11,0,0,0,32,0,0.00,0,0,0,2º Suplente,0,0,43,0,MA,,160101.74,0.00,0.00,30225.73,129876.01,06/01/1968,2108207,Pastor Bel,Heber Waldo Silva Costa,pastor bel,PRTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5018.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5018
5617,0.00,4,0,0,0,21,0,0,0,28,0,0,0.00,0,0,0,2º Suplente,0,49,0,0,RO,pastor.valadares@senador.leg.br,124881.02,0.00,121068.48,3812.54,0.00,12/08/1963,3200169,Pastor Valadares,Sebastião Valadares Neto,pastor valadares,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5617.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5617
5020,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,RN,paulodavim@senador.leg.br,0.00,0.00,0.00,0.00,0.00,25/10/1959,2408102,Paulo Davim,Paulo Roberto Davim,paulo davim,PV,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5020.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5020
5010,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,MT,pedrotaques@senador.leg.br,26.21,26.21,0.00,0.00,0.00,15/03/1968,5103403,Pedro Taques,José Pedro Gonçalves Taques,pedro taques,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5010.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5010
4606,0.00,2,2,0,0,5,0,0,0,34,0,0,0.00,0,0,0,1º Suplente,0,39,0,0,MA,pinto.itamaraty@senador.leg.br,134755.84,0.00,99482.59,35273.25,0.00,10/05/1960,2111300,Pinto Itamaraty,José Eleonildo Soares,pinto itamaraty,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4606.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4606
5072,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1º Suplente,0,0,0,0,RO,reditariocassol@senador.leg.br,113260.87,0.00,0.00,0.00,113260.87,07/04/1936,-1,Reditario Cassol,Reditario Cassol,reditario cassol,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5072.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5072
5635,1.00,9,0,0,21,0,0,0,14,0,0,0,0.00,0,0,0,1º Suplente,35,0,0,0,SE,ricardo.franco@senador.leg.br,91224.82,11582.97,79641.85,0.00,0.00,10/03/1972,2800308,Ricardo Franco,Ricardo Barreto Franco,ricardo franco,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5635.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5635
5052,0.00,5,12,10,0,16,15,0,0,15,16,0,0.00,0,0,0,1º Suplente,0,31,31,0,BA,roberto.muniz@senador.leg.br,836685.46,0.00,218688.48,372429.28,245567.70,23/11/1963,2927408,Roberto Muniz,Roberto de Oliveira Muniz,roberto muniz,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5052.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5052
4593,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,Titular,0,0,0,0,DF,rollemberg@senador.leg.br,41.94,41.94,0.00,0.00,0.00,13/07/1959,3304557,Rodrigo Rollemberg,Rodrigo Sobral Rollemberg,rodrigo rollemberg,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4593.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4593
5110,0.00,0,0,4,0,0,0,0,0,0,0,0,0.00,0,0,0,2º Suplente,0,0,0,0,MT,sen.rodriguespalma@senado.leg.br,55656.62,0.00,0.00,0.00,55656.62,21/08/1943,5103403,Rodrigues Palma,Manoel Antônio Rodrigues Palma,rodrigues palma,PR,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5110.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5110
5621,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,2º Suplente,0,0,0,0,RR,sen.rudsonleite@senado.leg.br,124154.34,0.00,0.00,0.00,124154.34,29/07/1963,1400100,Rudson Leite,Rudson Leite da Silva,rudson leite,PV,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5621.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5621
